Launching => {'G': 'cville_extra', 'budget': '720', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '0'}
Launching => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '7'}
Finished => {'G': 'cville_extra', 'budget': '1000', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '1'}
Finished => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '4'}
Launching => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '8'}
Launching => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '9'}
Finished => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '5'}
Launching => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '0'}
Finished => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '7'}
Launching => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '1'}
Finished => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '6'}
Launching => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '2'}
Finished => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '9'}
Launching => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '3'}
Finished => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '8'}
Launching => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '4'}
Finished => {'G': 'cville_extra', 'budget': '1020', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '8'}
Launching => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '5'}
Finished => {'G': 'cville_extra', 'budget': '1020', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '6'}
Launching => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '6'}
Finished => {'G': 'cville_extra', 'budget': '1040', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '0'}
Finished => {'G': 'cville_extra', 'budget': '1020', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '7'}
Launching => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '7'}
Launching => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '8'}
Finished => {'G': 'cville_extra', 'budget': '1020', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '9'}
Launching => {'G': 'cville_extra', 'budget': '1100', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '9'}
Finished => {'G': 'cville_extra', 'budget': '1040', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '5'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '0'}
Finished => {'G': 'cville_extra', 'budget': '1020', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '4'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '1'}
Finished => {'G': 'cville_extra', 'budget': '1040', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '2'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '2'}
Finished => {'G': 'cville_extra', 'budget': '1040', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '4'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '3'}
Finished => {'G': 'cville_extra', 'budget': '1040', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '8'}
Finished => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '0'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '4'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '5'}
Finished => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '1'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '6'}
Finished => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '3'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '7'}
Finished => {'G': 'cville_extra', 'budget': '1040', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '3'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '8'}
Finished => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '2'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '9'}
Finished => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '4'}
Finished => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '5'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '0'}
Finished => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '6'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '1'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '2'}
Finished => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '7'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '3'}
Finished => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '8'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '4'}
Finished => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'List_Length', 'trial_id': '9'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '5'}
Finished => {'G': 'cville_extra', 'budget': '1060', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '0'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '6'}
Finished => {'G': 'cville_extra', 'budget': '1040', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '1'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '7'}
Finished => {'G': 'cville_extra', 'budget': '1040', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '9'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '8'}
Finished => {'G': 'cville_extra', 'budget': '1040', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '6'}
Launching => {'G': 'cville_extra', 'budget': '1120', 'policy': 'none', 'transmission_rate': '0.05', 'transmission_known': 'True', 'compliance_rate': '-1', 'compliance_known': 'True', 'snitch_rate': '1', 'from_cache': 'albe_star.json', 'agent': 'Degree_I', 'trial_id': '9'}
